StartTime	Dur	Proto	SrcAddr	Sport	Dir	DstAddr	Dport	State	sTos	dTos	TotPkts	TotBytes	Label
1970/01/02 18:45:51.296412	  3.000107	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  INT	    0		       3	       438	                                   flow=Background
1970/01/02 18:45:58.301925	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 18:46:06.303829	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 18:46:22.306871	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 18:46:54.312487	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 18:52:58.320405	  2.999692	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       3	       438	                                   flow=Background
1970/01/02 18:53:05.325925	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 18:53:13.327806	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 18:53:29.330607	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 18:54:01.336741	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:00:05.343960	  3.000810	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       3	       438	                                   flow=Background
1970/01/02 19:00:12.349976	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:00:20.352087	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:00:36.354350	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:01:08.360626	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:07:12.368215	  2.999896	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       3	       438	                                   flow=Background
1970/01/02 19:07:19.374571	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:07:27.375548	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:07:43.378595	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:08:15.384367	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:13:26.572638	  0.000179	       arp	                  10.0.2.16		  who	                   10.0.2.2		  CON			       2	        84	                               flow=Background-ARP
1970/01/02 19:13:26.572991	  0.000000	       udp	                  10.0.2.16	15311	   ->	               66.36.230.86	19347	  INT	    0		       1	       133	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 19:13:45.379665	  0.000000	       udp	                  10.0.2.16	15311	   ->	               66.36.230.86	19347	  REQ	    0		       1	        99	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 19:14:01.564800	  0.177871	       tcp	                  10.0.2.16	49527	   ->	             173.194.70.106	80	FSPA*	    0	    0	      10	      1818	               flow=From-Botnet-V1-TCP-Established
1970/01/02 19:14:01.742884	  0.213199	       tcp	                  10.0.2.16	49528	   ->	              173.194.70.94	80	SRPA*	    0	    0	       7	      1994	               flow=From-Botnet-V1-TCP-Established
1970/01/02 19:14:01.956634	  4.711713	       udp	                  10.0.2.16	15311	  <->	            195.169.125.228	29902	  CON	    0	    0	       8	      1460	              flow=From-Botnet-V1-UDP-Establishedd
1970/01/02 19:14:02.058252	  3.978513	       udp	                  10.0.2.16	15311	  <->	               66.148.64.18	24305	  CON	    0	    0	       8	      1591	              flow=From-Botnet-V1-UDP-Establishedd
1970/01/02 19:14:02.058577	  2.998694	       tcp	                  10.0.2.16	49529	   ->	            195.169.125.228	13606	   S_	    0		       2	       132	                   flow=From-Botnet-V1-TCP-Attempt
1970/01/02 19:14:02.232142	  4.138149	       udp	                  10.0.2.16	15311	  <->	              194.94.127.98	25549	  CON	    0	    0	      12	      1949	              flow=From-Botnet-V1-UDP-Establishedd
1970/01/02 19:14:02.344891	  0.174774	       udp	                  10.0.2.16	15311	  <->	               66.36.230.86	19347	  CON	    0	    0	       3	       643	              flow=From-Botnet-V1-UDP-Establishedd
1970/01/02 19:14:06.668743	  0.000000	       udp	                  10.0.2.16	15311	   ->	                62.5.128.33	24761	  INT	    0		       1	       256	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 19:14:11.055975	  0.000000	       tcp	                  10.0.2.16	49529	   ->	            195.169.125.228	13606	   S_	    0		       1	        62	                   flow=From-Botnet-V1-TCP-Attempt
1970/01/02 19:14:14.600897	  0.429851	       udp	                  10.0.2.16	15311	  <->	             66.235.184.138	15081	  CON	    0	    0	       3	       534	              flow=From-Botnet-V1-UDP-Establishedd
1970/01/02 19:14:19.390216	  3.002390	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  INT	    0		       3	       438	                                   flow=Background
1970/01/02 19:14:23.053717	  0.000000	       udp	                  10.0.2.16	15311	   ->	            195.169.125.228	29902	  REQ	    0	    0	       1	       137	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 19:14:26.398424	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:14:28.060901	  0.000000	       udp	                  10.0.2.16	15311	   ->	            195.169.125.228	29902	  REQ	    0	    0	       1	       187	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 19:14:33.067615	  0.000000	       udp	                  10.0.2.16	15311	   ->	            195.169.125.228	29902	  REQ	    0	    0	       1	       274	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 19:14:34.399819	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:14:50.402496	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:15:22.408757	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:21:26.415963	  3.000298	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       3	       438	                                   flow=Background
1970/01/02 19:21:33.422383	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:21:41.423360	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:21:57.426919	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:22:29.432582	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:28:33.439669	  3.001089	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       3	       438	                                   flow=Background
1970/01/02 19:28:40.446150	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:28:48.448165	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:29:04.450403	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:29:36.456264	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:35:40.464243	  2.999928	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       3	       438	                                   flow=Background
1970/01/02 19:35:47.469907	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:35:55.471969	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:36:11.474160	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:36:43.480480	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:42:47.488269	  2.999895	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       3	       438	                                   flow=Background
1970/01/02 19:42:54.493903	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:43:02.495898	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:43:18.498272	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:43:50.504215	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:44:19.205923	  0.000193	       arp	                  10.0.2.16		  who	                   10.0.2.2		  CON			       2	        84	                               flow=Background-ARP
1970/01/02 19:44:19.206294	  0.000000	       udp	                  10.0.2.16	15311	   ->	               66.36.230.86	19347	  INT	    0		       1	       248	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 19:44:34.367529	  0.000000	       udp	                  10.0.2.16	15311	   ->	               66.36.230.86	19347	  REQ	    0		       1	       285	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 19:44:53.289551	  0.178263	       tcp	                  10.0.2.16	49530	   ->	             173.194.70.106	80	FSPA*	    0	    0	      10	      1818	               flow=From-Botnet-V1-TCP-Established
1970/01/02 19:44:53.468339	  0.215774	       tcp	                  10.0.2.16	49531	   ->	              173.194.70.94	80	SRPA*	    0	    0	       7	      1994	               flow=From-Botnet-V1-TCP-Established
1970/01/02 19:44:53.685050	  0.111520	       udp	                  10.0.2.16	15311	  <->	              194.94.127.98	25549	  CON	    0	    0	       4	       433	              flow=From-Botnet-V1-UDP-Establishedd
1970/01/02 19:44:53.795927	  0.101606	       udp	                  10.0.2.16	15311	  <->	            195.169.125.228	29902	  CON	    0	    0	       2	       255	              flow=From-Botnet-V1-UDP-Establishedd
1970/01/02 19:44:53.796909	  2.993195	       tcp	                  10.0.2.16	49532	   ->	              194.94.127.98	13606	   S_	    0		       2	       132	                   flow=From-Botnet-V1-TCP-Attempt
1970/01/02 19:44:53.898056	  0.173335	       udp	                  10.0.2.16	15311	  <->	               66.148.64.18	24305	  CON	    0	    0	       2	       324	              flow=From-Botnet-V1-UDP-Establishedd
1970/01/02 19:44:54.071903	  0.000000	       udp	                  10.0.2.16	15311	   ->	             66.235.184.138	15081	  INT	    0		       1	       150	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 19:45:02.798053	  0.000000	       tcp	                  10.0.2.16	49532	   ->	              194.94.127.98	13606	   S_	    0		       1	        62	                   flow=From-Botnet-V1-TCP-Attempt
1970/01/02 19:45:12.432295	  0.000000	       udp	                  10.0.2.16	15311	   ->	             66.235.184.138	15081	  REQ	    0		       1	       216	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 19:45:14.806146	  0.000000	       udp	                  10.0.2.16	15311	   ->	              194.94.127.98	25549	  REQ	    0	    0	       1	       150	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 19:45:19.813179	  0.000000	       udp	                  10.0.2.16	15311	   ->	              194.94.127.98	25549	  REQ	    0	    0	       1	       174	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 19:45:24.820593	  0.000000	       udp	                  10.0.2.16	15311	   ->	              194.94.127.98	25549	  REQ	    0	    0	       1	       200	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 19:45:30.500482	  0.178305	       tcp	                  10.0.2.16	49533	   ->	             173.194.70.106	80	FSPA*	    0	    0	      10	      1818	               flow=From-Botnet-V1-TCP-Established
1970/01/02 19:45:30.679290	  0.207049	       tcp	                  10.0.2.16	49534	   ->	              173.194.70.94	80	SRPA*	    0	    0	       7	      1994	               flow=From-Botnet-V1-TCP-Established
1970/01/02 19:49:54.511722	  3.000588	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  INT	    0		       3	       438	                                   flow=Background
1970/01/02 19:50:01.517914	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:50:09.519511	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:50:25.522219	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:50:57.528849	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:57:01.535601	  3.000779	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       3	       438	                                   flow=Background
1970/01/02 19:57:08.541706	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:57:16.543955	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:57:32.546800	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 19:58:04.552802	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:04:08.560114	  3.000045	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       3	       438	                                   flow=Background
1970/01/02 20:04:15.565893	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:04:23.567708	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:04:39.570034	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:05:11.576619	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:11:15.584307	  2.999967	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       3	       438	                                   flow=Background
1970/01/02 20:11:22.590004	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:11:30.591660	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:11:46.594045	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:12:18.600689	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:15:43.315100	  0.000171	       arp	                  10.0.2.16		  who	                   10.0.2.2		  CON			       2	        84	                               flow=Background-ARP
1970/01/02 20:15:43.315418	  0.000000	       udp	                  10.0.2.16	15311	   ->	             66.235.184.138	15081	  INT	    0		       1	       258	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 20:15:59.938641	  0.000000	       udp	                  10.0.2.16	15311	   ->	             66.235.184.138	15081	  REQ	    0		       1	       246	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 20:16:15.165147	  1.959027	       tcp	                  10.0.2.16	49535	   ->	             173.194.70.106	80	FSPA*	    0	    0	      11	      1872	               flow=From-Botnet-V1-TCP-Established
1970/01/02 20:16:15.343068	  0.217244	       tcp	                  10.0.2.16	49536	   ->	              173.194.70.94	80	SRPA*	    0	    0	       7	      1994	               flow=From-Botnet-V1-TCP-Established
1970/01/02 20:16:15.561453	  3.856247	       udp	                  10.0.2.16	15311	  <->	            195.169.125.228	29902	  CON	    0	    0	       8	      1380	              flow=From-Botnet-V1-UDP-Establishedd
1970/01/02 20:16:15.659930	  4.617043	       udp	                  10.0.2.16	15311	  <->	              194.94.127.98	25549	  CON	    0	    0	      12	      1982	              flow=From-Botnet-V1-UDP-Establishedd
1970/01/02 20:16:15.660468	  3.005368	       tcp	                  10.0.2.16	49537	   ->	            195.169.125.228	13606	   S_	    0		       2	       132	                   flow=From-Botnet-V1-TCP-Attempt
1970/01/02 20:16:15.771023	  4.171762	       udp	                  10.0.2.16	15311	  <->	               66.148.64.18	24305	  CON	    0	    0	       8	      1604	              flow=From-Botnet-V1-UDP-Establishedd
1970/01/02 20:16:15.947497	  0.175645	       udp	                  10.0.2.16	15311	  <->	             66.235.184.138	15081	  CON	    0	    0	       3	       509	              flow=From-Botnet-V1-UDP-Establishedd
1970/01/02 20:16:20.276065	  0.000000	       udp	                  10.0.2.16	15311	   ->	                62.5.128.33	24761	  INT	    0		       1	       268	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 20:16:24.664640	  0.000000	       tcp	                  10.0.2.16	49537	   ->	            195.169.125.228	13606	   S_	    0		       1	        62	                   flow=From-Botnet-V1-TCP-Attempt
1970/01/02 20:16:29.151133	  0.174197	       udp	                  10.0.2.16	15311	  <->	               66.36.230.86	19347	  CON	    0	    0	       3	       578	              flow=From-Botnet-V1-UDP-Establishedd
1970/01/02 20:16:36.661638	  0.000000	       udp	                  10.0.2.16	15311	   ->	            195.169.125.228	29902	  REQ	    0	    0	       1	       134	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 20:16:41.668588	  0.000000	       udp	                  10.0.2.16	15311	   ->	            195.169.125.228	29902	  REQ	    0	    0	       1	       242	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 20:16:46.675740	  0.000000	       udp	                  10.0.2.16	15311	   ->	            195.169.125.228	29902	  REQ	    0	    0	       1	       240	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 20:18:22.607505	  3.000753	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  INT	    0		       3	       438	                                   flow=Background
1970/01/02 20:18:29.613923	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:18:37.615034	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:18:53.618473	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:19:25.624918	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:25:29.631853	  3.000072	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       3	       438	                                   flow=Background
1970/01/02 20:25:36.637541	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:25:44.639426	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:26:00.642036	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:26:32.648551	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:32:36.655636	  3.000490	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       3	       438	                                   flow=Background
1970/01/02 20:32:43.661751	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:32:51.663058	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:33:07.666092	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:33:39.671959	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:39:43.679633	  3.000392	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       3	       438	                                   flow=Background
1970/01/02 20:39:50.685359	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:39:58.687827	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:40:14.689870	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:40:46.695975	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:46:42.628337	  0.000143	       arp	                  10.0.2.16		  who	                   10.0.2.2		  CON			       2	        84	                               flow=Background-ARP
1970/01/02 20:46:42.628638	  0.097982	       udp	                  10.0.2.16	15311	  <->	            195.169.125.228	29902	  CON	    0	    0	       2	       238	              flow=From-Botnet-V1-UDP-Establishedd
1970/01/02 20:46:42.727364	  0.000000	       udp	                  10.0.2.16	15311	   ->	             66.235.184.138	15081	  INT	    0		       1	       292	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 20:46:42.728104	  3.003983	       tcp	                  10.0.2.16	49538	   ->	            195.169.125.228	13606	   S_	    0		       2	       132	                   flow=From-Botnet-V1-TCP-Attempt
1970/01/02 20:46:50.703893	  3.000024	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       3	       438	                                   flow=Background
1970/01/02 20:46:51.730960	  0.000000	       tcp	                  10.0.2.16	49538	   ->	            195.169.125.228	13606	   S_	    0		       1	        62	                   flow=From-Botnet-V1-TCP-Attempt
1970/01/02 20:46:57.709988	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:46:58.731679	  0.000000	       udp	                  10.0.2.16	15311	   ->	             66.235.184.138	15081	  REQ	    0		       1	       146	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 20:47:03.738406	  0.000000	       udp	                  10.0.2.16	15311	   ->	            195.169.125.228	29902	  REQ	    0	    0	       1	       133	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 20:47:05.711413	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:47:08.745385	  0.000000	       udp	                  10.0.2.16	15311	   ->	            195.169.125.228	29902	  REQ	    0	    0	       1	       255	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 20:47:13.752961	  0.000000	       udp	                  10.0.2.16	15311	   ->	            195.169.125.228	29902	  REQ	    0	    0	       1	       262	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 20:47:17.061825	  0.176676	       tcp	                  10.0.2.16	49539	   ->	             173.194.70.106	80	FSPA*	    0	    0	      10	      1818	               flow=From-Botnet-V1-TCP-Established
1970/01/02 20:47:17.238981	  0.208842	       tcp	                  10.0.2.16	49540	   ->	              173.194.70.94	80	SRPA*	    0	    0	       7	      1994	               flow=From-Botnet-V1-TCP-Established
1970/01/02 20:47:17.448937	  0.111971	       udp	                  10.0.2.16	15311	  <->	              194.94.127.98	25549	  CON	    0	    0	       4	       470	              flow=From-Botnet-V1-UDP-Establishedd
1970/01/02 20:47:17.560395	  0.175661	       udp	                  10.0.2.16	15311	  <->	               66.148.64.18	24305	  CON	    0	    0	       2	       298	              flow=From-Botnet-V1-UDP-Establishedd
1970/01/02 20:47:17.736604	  0.000000	       udp	                  10.0.2.16	15311	   ->	               66.36.230.86	19347	  INT	    0		       1	       253	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 20:47:21.714223	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
1970/01/02 20:47:34.082122	  0.000000	       udp	                  10.0.2.16	15311	   ->	               66.36.230.86	19347	  REQ	    0		       1	       177	                   flow=From-Botnet-V1-UDP-Attempt
1970/01/02 20:47:50.868543	  0.178383	       tcp	                  10.0.2.16	49541	   ->	             173.194.70.106	80	FSPA*	    0	    0	      10	      1818	               flow=From-Botnet-V1-TCP-Established
1970/01/02 20:47:51.047168	  0.209793	       tcp	                  10.0.2.16	49542	   ->	              173.194.70.94	80	SRPA*	    0	    0	       7	      1994	               flow=From-Botnet-V1-TCP-Established
1970/01/02 20:47:53.719888	  0.000000	       udp	  fe80::6dd3:1409:3456:8562	546	   ->	                  ff02::1:2	547	  REQ	    0		       1	       146	                                   flow=Background
